country,iso3,year,event_type,sum_fatalities_per_event,sum_fatalities,population_mil,fatalities_per_million,fatalities_per_million_per_event,year,Control of Corruption,Government Effectiveness,Political Stability and Absence of Violence/Terrorism,Regulatory Quality,Rule of Law,Voice and Accountability
Bangladesh,BGD,2013,Explosions/Remote violence,8,813,152.764676,5.321910937054584,0.052368127301890124,2013,-0.8870706,-0.79382473,-1.6278589,-0.9147804,-0.8668169,-0.40538642
Bangladesh,BGD,2013,Battles,151,813,152.764676,5.321910937054584,0.9884484028231761,2013,-0.8870706,-0.79382473,-1.6278589,-0.9147804,-0.8668169,-0.40538642
Bangladesh,BGD,2013,Riots,388,813,152.764676,5.321910937054584,2.5398541741416714,2013,-0.8870706,-0.79382473,-1.6278589,-0.9147804,-0.8668169,-0.40538642
Bangladesh,BGD,2013,Protests,12,813,152.764676,5.321910937054584,0.0785521909528352,2013,-0.8870706,-0.79382473,-1.6278589,-0.9147804,-0.8668169,-0.40538642
Bangladesh,BGD,2013,Strategic developments,2,813,152.764676,5.321910937054584,0.013092031825472531,2013,-0.8870706,-0.79382473,-1.6278589,-0.9147804,-0.8668169,-0.40538642
Bangladesh,BGD,2013,Violence against civilians,252,813,152.764676,5.321910937054584,1.649596010009539,2013,-0.8870706,-0.79382473,-1.6278589,-0.9147804,-0.8668169,-0.40538642
India,IND,2018,Protests,1,2103,1352.617328,1.554763462264325,0.0007393074000305872,2018,-0.18629302,0.2830485,-0.9565214,-0.1836544,0.026216514,0.37883267
India,IND,2018,Strategic developments,2,2103,1352.617328,1.554763462264325,0.0014786148000611745,2018,-0.18629302,0.2830485,-0.9565214,-0.1836544,0.026216514,0.37883267
India,IND,2018,Violence against civilians,525,2103,1352.617328,1.554763462264325,0.3881363850160583,2018,-0.18629302,0.2830485,-0.9565214,-0.1836544,0.026216514,0.37883267
India,IND,2018,Riots,223,2103,1352.617328,1.554763462264325,0.16486555020682095,2018,-0.18629302,0.2830485,-0.9565214,-0.1836544,0.026216514,0.37883267
India,IND,2018,Explosions/Remote violence,148,2103,1352.617328,1.554763462264325,0.1094174952045269,2018,-0.18629302,0.2830485,-0.9565214,-0.1836544,0.026216514,0.37883267
India,IND,2018,Battles,1204,2103,1352.617328,1.554763462264325,0.890126109636827,2018,-0.18629302,0.2830485,-0.9565214,-0.1836544,0.026216514,0.37883267
Sri Lanka,LKA,2017,Riots,1,2,21.444,0.09326618168252192,0.04663309084126096,2017,-0.45185545,-0.14797747,-0.07118949,-0.13164562,0.055441722,-0.06331256
Sri Lanka,LKA,2017,Strategic developments,0,2,21.444,0.09326618168252192,0,2017,-0.45185545,-0.14797747,-0.07118949,-0.13164562,0.055441722,-0.06331256
Sri Lanka,LKA,2017,Protests,0,2,21.444,0.09326618168252192,0,2017,-0.45185545,-0.14797747,-0.07118949,-0.13164562,0.055441722,-0.06331256
Sri Lanka,LKA,2017,Battles,1,2,21.444,0.09326618168252192,0.04663309084126096,2017,-0.45185545,-0.14797747,-0.07118949,-0.13164562,0.055441722,-0.06331256
Sri Lanka,LKA,2017,Violence against civilians,0,2,21.444,0.09326618168252192,0,2017,-0.45185545,-0.14797747,-0.07118949,-0.13164562,0.055441722,-0.06331256
Sri Lanka,LKA,2017,Explosions/Remote violence,0,2,21.444,0.09326618168252192,0,2017,-0.45185545,-0.14797747,-0.07118949,-0.13164562,0.055441722,-0.06331256
Nepal,NPL,2014,Protests,0,6,26.906926,0.22299091319461767,0,2014,-0.58824235,-0.8515413,-0.72459954,-0.8319318,-0.64957756,-0.4304571
Nepal,NPL,2014,Battles,0,6,26.906926,0.22299091319461767,0,2014,-0.58824235,-0.8515413,-0.72459954,-0.8319318,-0.64957756,-0.4304571
Nepal,NPL,2014,Riots,2,6,26.906926,0.22299091319461767,0.07433030439820588,2014,-0.58824235,-0.8515413,-0.72459954,-0.8319318,-0.64957756,-0.4304571
Nepal,NPL,2014,Strategic developments,0,6,26.906926,0.22299091319461767,0,2014,-0.58824235,-0.8515413,-0.72459954,-0.8319318,-0.64957756,-0.4304571
Nepal,NPL,2014,Violence against civilians,2,6,26.906926,0.22299091319461767,0.07433030439820588,2014,-0.58824235,-0.8515413,-0.72459954,-0.8319318,-0.64957756,-0.4304571
Nepal,NPL,2014,Explosions/Remote violence,2,6,26.906926,0.22299091319461767,0.07433030439820588,2014,-0.58824235,-0.8515413,-0.72459954,-0.8319318,-0.64957756,-0.4304571
Pakistan,PAK,2017,Riots,15,1745,207.896686,8.393592190305526,0.0721512222662366,2017,-0.7782837,-0.59763825,-2.4059033,-0.5933395,-0.7238973,-0.694863
Pakistan,PAK,2017,Explosions/Remote violence,669,1745,207.896686,8.393592190305526,3.2179445130741526,2017,-0.7782837,-0.59763825,-2.4059033,-0.5933395,-0.7238973,-0.694863
Pakistan,PAK,2017,Protests,15,1745,207.896686,8.393592190305526,0.0721512222662366,2017,-0.7782837,-0.59763825,-2.4059033,-0.5933395,-0.7238973,-0.694863
Pakistan,PAK,2017,Strategic developments,0,1745,207.896686,8.393592190305526,0,2017,-0.7782837,-0.59763825,-2.4059033,-0.5933395,-0.7238973,-0.694863
Pakistan,PAK,2017,Battles,896,1745,207.896686,8.393592190305526,4.309833010036534,2017,-0.7782837,-0.59763825,-2.4059033,-0.5933395,-0.7238973,-0.694863
Pakistan,PAK,2017,Violence against civilians,150,1745,207.896686,8.393592190305526,0.7215122226623661,2017,-0.7782837,-0.59763825,-2.4059033,-0.5933395,-0.7238973,-0.694863
Sri Lanka,LKA,2010,Violence against civilians,11,28,20.261737,1.381915084575424,0.542895211797488,2010,-0.42134795,-0.19500613,-0.94294685,-0.21786007,-0.12149013,-0.50522906
Sri Lanka,LKA,2010,Explosions/Remote violence,14,28,20.261737,1.381915084575424,0.690957542287712,2010,-0.42134795,-0.19500613,-0.94294685,-0.21786007,-0.12149013,-0.50522906
Sri Lanka,LKA,2010,Riots,1,28,20.261737,1.381915084575424,0.049354110163408,2010,-0.42134795,-0.19500613,-0.94294685,-0.21786007,-0.12149013,-0.50522906
Sri Lanka,LKA,2010,Battles,2,28,20.261737,1.381915084575424,0.098708220326816,2010,-0.42134795,-0.19500613,-0.94294685,-0.21786007,-0.12149013,-0.50522906
Sri Lanka,LKA,2010,Protests,0,28,20.261737,1.381915084575424,0,2010,-0.42134795,-0.19500613,-0.94294685,-0.21786007,-0.12149013,-0.50522906
Sri Lanka,LKA,2010,Strategic developments,0,28,20.261737,1.381915084575424,0,2010,-0.42134795,-0.19500613,-0.94294685,-0.21786007,-0.12149013,-0.50522906
Bangladesh,BGD,2011,Strategic developments,0,573,149.273778,3.838584429744922,0,2011,-1.0873137,-0.755215,-1.4047369,-0.81152284,-0.7324304,-0.31506893
Bangladesh,BGD,2011,Protests,1,573,149.273778,3.838584429744922,0.006699100226430928,2011,-1.0873137,-0.755215,-1.4047369,-0.81152284,-0.7324304,-0.31506893
Bangladesh,BGD,2011,Battles,159,573,149.273778,3.838584429744922,1.0651569360025175,2011,-1.0873137,-0.755215,-1.4047369,-0.81152284,-0.7324304,-0.31506893
Bangladesh,BGD,2011,Explosions/Remote violence,4,573,149.273778,3.838584429744922,0.026796400905723713,2011,-1.0873137,-0.755215,-1.4047369,-0.81152284,-0.7324304,-0.31506893
Bangladesh,BGD,2011,Violence against civilians,271,573,149.273778,3.838584429744922,1.8154561613627815,2011,-1.0873137,-0.755215,-1.4047369,-0.81152284,-0.7324304,-0.31506893
Bangladesh,BGD,2011,Riots,138,573,149.273778,3.838584429744922,0.924475831247468,2011,-1.0873137,-0.755215,-1.4047369,-0.81152284,-0.7324304,-0.31506893
Sri Lanka,LKA,2014,Battles,3,7,20.778,0.33689479256906346,0.14438348252959862,2014,-0.3438567,0.05387764,-0.33046404,-0.10119675,-0.17008361,-0.667201
Sri Lanka,LKA,2014,Violence against civilians,3,7,20.778,0.33689479256906346,0.14438348252959862,2014,-0.3438567,0.05387764,-0.33046404,-0.10119675,-0.17008361,-0.667201
Sri Lanka,LKA,2014,Strategic developments,0,7,20.778,0.33689479256906346,0,2014,-0.3438567,0.05387764,-0.33046404,-0.10119675,-0.17008361,-0.667201
Sri Lanka,LKA,2014,Explosions/Remote violence,0,7,20.778,0.33689479256906346,0,2014,-0.3438567,0.05387764,-0.33046404,-0.10119675,-0.17008361,-0.667201
Sri Lanka,LKA,2014,Protests,0,7,20.778,0.33689479256906346,0,2014,-0.3438567,0.05387764,-0.33046404,-0.10119675,-0.17008361,-0.667201
Sri Lanka,LKA,2014,Riots,1,7,20.778,0.33689479256906346,0.04812782750986621,2014,-0.3438567,0.05387764,-0.33046404,-0.10119675,-0.17008361,-0.667201
Nepal,NPL,2017,Explosions/Remote violence,2,18,27.627124,0.6515336160217039,0.07239262400241155,2017,-0.74956834,-0.88687617,-0.6910934,-0.71603805,-0.67600924,-0.23399094
Nepal,NPL,2017,Riots,13,18,27.627124,0.6515336160217039,0.47055205601567507,2017,-0.74956834,-0.88687617,-0.6910934,-0.71603805,-0.67600924,-0.23399094
Nepal,NPL,2017,Strategic developments,0,18,27.627124,0.6515336160217039,0,2017,-0.74956834,-0.88687617,-0.6910934,-0.71603805,-0.67600924,-0.23399094
Nepal,NPL,2017,Protests,0,18,27.627124,0.6515336160217039,0,2017,-0.74956834,-0.88687617,-0.6910934,-0.71603805,-0.67600924,-0.23399094
Nepal,NPL,2017,Violence against civilians,3,18,27.627124,0.6515336160217039,0.10858893600361733,2017,-0.74956834,-0.88687617,-0.6910934,-0.71603805,-0.67600924,-0.23399094
Nepal,NPL,2017,Battles,0,18,27.627124,0.6515336160217039,0,2017,-0.74956834,-0.88687617,-0.6910934,-0.71603805,-0.67600924,-0.23399094
Sri Lanka,LKA,2018,Riots,7,26,21.67,1.1998154130133825,0.3230272265805261,2018,-0.33554348,-0.23537934,-0.18316422,-0.15227424,0.026323395,0.00878365
Sri Lanka,LKA,2018,Explosions/Remote violence,2,26,21.67,1.1998154130133825,0.09229349330872173,2018,-0.33554348,-0.23537934,-0.18316422,-0.15227424,0.026323395,0.00878365
Sri Lanka,LKA,2018,Violence against civilians,11,26,21.67,1.1998154130133825,0.5076142131979695,2018,-0.33554348,-0.23537934,-0.18316422,-0.15227424,0.026323395,0.00878365
Sri Lanka,LKA,2018,Strategic developments,0,26,21.67,1.1998154130133825,0,2018,-0.33554348,-0.23537934,-0.18316422,-0.15227424,0.026323395,0.00878365
Sri Lanka,LKA,2018,Battles,6,26,21.67,1.1998154130133825,0.27688047992616516,2018,-0.33554348,-0.23537934,-0.18316422,-0.15227424,0.026323395,0.00878365
Sri Lanka,LKA,2018,Protests,0,26,21.67,1.1998154130133825,0,2018,-0.33554348,-0.23537934,-0.18316422,-0.15227424,0.026323395,0.00878365
Sri Lanka,LKA,2016,Protests,0,4,21.203,0.18865254916757063,0,2016,-0.31072944,-0.026169471,-0.004029536,-0.1000357,0.110591605,-0.08213055
Sri Lanka,LKA,2016,Violence against civilians,3,4,21.203,0.18865254916757063,0.14148941187567798,2016,-0.31072944,-0.026169471,-0.004029536,-0.1000357,0.110591605,-0.08213055
Sri Lanka,LKA,2016,Explosions/Remote violence,0,4,21.203,0.18865254916757063,0,2016,-0.31072944,-0.026169471,-0.004029536,-0.1000357,0.110591605,-0.08213055
Sri Lanka,LKA,2016,Battles,0,4,21.203,0.18865254916757063,0,2016,-0.31072944,-0.026169471,-0.004029536,-0.1000357,0.110591605,-0.08213055
Sri Lanka,LKA,2016,Riots,1,4,21.203,0.18865254916757063,0.04716313729189266,2016,-0.31072944,-0.026169471,-0.004029536,-0.1000357,0.110591605,-0.08213055
Sri Lanka,LKA,2016,Strategic developments,0,4,21.203,0.18865254916757063,0,2016,-0.31072944,-0.026169471,-0.004029536,-0.1000357,0.110591605,-0.08213055
Nepal,NPL,2015,Riots,43,51,27.015031,1.8878379225254265,1.5917064836979087,2015,-0.5780479,-1.053647,-0.9983346,-0.79958147,-0.6768322,-0.4154408
Nepal,NPL,2015,Protests,6,51,27.015031,1.8878379225254265,0.22209857912063843,2015,-0.5780479,-1.053647,-0.9983346,-0.79958147,-0.6768322,-0.4154408
Nepal,NPL,2015,Violence against civilians,1,51,27.015031,1.8878379225254265,0.03701642985343974,2015,-0.5780479,-1.053647,-0.9983346,-0.79958147,-0.6768322,-0.4154408
Nepal,NPL,2015,Explosions/Remote violence,0,51,27.015031,1.8878379225254265,0,2015,-0.5780479,-1.053647,-0.9983346,-0.79958147,-0.6768322,-0.4154408
Nepal,NPL,2015,Strategic developments,0,51,27.015031,1.8878379225254265,0,2015,-0.5780479,-1.053647,-0.9983346,-0.79958147,-0.6768322,-0.4154408
Nepal,NPL,2015,Battles,1,51,27.015031,1.8878379225254265,0.03701642985343974,2015,-0.5780479,-1.053647,-0.9983346,-0.79958147,-0.6768322,-0.4154408
Nepal,NPL,2013,Battles,0,6,26.917906,0.22289995365909965,0,2013,-0.68695503,-0.9262621,-1.1291461,-0.8489474,-0.7181364,-0.52857476
Nepal,NPL,2013,Violence against civilians,1,6,26.917906,0.22289995365909965,0.03714999227651661,2013,-0.68695503,-0.9262621,-1.1291461,-0.8489474,-0.7181364,-0.52857476
Nepal,NPL,2013,Explosions/Remote violence,2,6,26.917906,0.22289995365909965,0.07429998455303322,2013,-0.68695503,-0.9262621,-1.1291461,-0.8489474,-0.7181364,-0.52857476
Nepal,NPL,2013,Protests,0,6,26.917906,0.22289995365909965,0,2013,-0.68695503,-0.9262621,-1.1291461,-0.8489474,-0.7181364,-0.52857476
Nepal,NPL,2013,Riots,3,6,26.917906,0.22289995365909965,0.11144997682954982,2013,-0.68695503,-0.9262621,-1.1291461,-0.8489474,-0.7181364,-0.52857476
Nepal,NPL,2013,Strategic developments,0,6,26.917906,0.22289995365909965,0,2013,-0.68695503,-0.9262621,-1.1291461,-0.8489474,-0.7181364,-0.52857476
